age,income,budget,phn_no,mail,rented_house,insurance,occupation
46,95263,2041,586-579-4856,sam.lewis119@example.com,yes,no,healthcare
36,66861,3911,787-143-8832,devon.williams104@example.com,yes,no,consultant
50,103136,1733,555-610-7498,drew.patel352@example.com,no,yes,technician
53,51323,2223,799-896-5451,jordan.jones667@example.com,no,no,developer
31,21984,1219,994-236-9094,logan.williams732@example.com,yes,no,sales
31,30804,953,212-915-6739,lee.johnson466@example.com,no,yes,healthcare
52,50311,3995,577-434-1814,dakota.moore373@example.com,no,no,accountant
47,76755,4008,516-166-5065,jamie.johnson665@example.com,no,yes,marketing
45,39594,3170,419-733-2323,jamie.thomas511@example.com,no,yes,consultant
34,50132,3138,104-961-3034,jordan.davis911@example.com,yes,no,teacher
20,37512,2917,546-946-1199,blake.lewis883@example.com,no,yes,healthcare
33,50636,1498,781-969-4931,riley.moore493@example.com,yes,no,operations
63,94540,2476,120-786-3843,jamie.lewis752@example.com,yes,yes,healthcare
47,72867,1721,248-724-3133,taylor.harris27@example.com,no,yes,consultant
46,52306,300,201-630-7206,jordan.robinson783@example.com,yes,yes,consultant
62,91850,3263,727-791-3597,jordan.taylor158@example.com,no,no,customer_service
32,65565,2727,913-507-2627,drew.smith715@example.com,no,yes,developer
63,67940,949,272-816-5616,jordan.martinez699@example.com,no,yes,driver
42,90141,1858,620-632-7238,dakota.robinson941@example.com,no,no,marketing
55,57462,3200,803-960-9487,chris.miller181@example.com,no,no,analyst
59,85157,2325,279-999-2154,blake.thomas590@example.com,no,no,operations
64,83588,586,632-107-1887,jamie.anderson301@example.com,yes,yes,consultant
55,61798,1047,300-977-3432,jordan.robinson860@example.com,no,yes,technician
40,34284,3964,625-943-6525,casey.patel200@example.com,yes,yes,teacher
42,65279,2263,472-263-5618,dakota.miller445@example.com,no,no,driver
59,90020,3206,934-453-4480,aidan.williams267@example.com,no,yes,sales
24,83035,3946,610-957-9403,taylor.lewis78@example.com,yes,yes,engineer
39,102626,1764,724-957-9536,drew.johnson691@example.com,yes,yes,technician
34,54211,2534,110-435-6993,lee.taylor623@example.com,yes,yes,driver
35,82145,332,983-777-8425,lee.moore726@example.com,no,no,customer_service
58,42862,1623,153-704-4846,jordan.lewis985@example.com,no,yes,designer
27,69435,2747,395-656-8384,jordan.martinez202@example.com,no,yes,developer
27,89319,2018,800-487-2496,kelly.wilson228@example.com,no,yes,consultant
24,84941,2629,107-643-7033,riley.robinson423@example.com,yes,yes,customer_service
65,67268,3083,267-430-2975,taylor.miller24@example.com,yes,yes,customer_service
55,59103,2732,136-330-5278,jordan.davis646@example.com,no,yes,customer_service
44,43114,2514,391-857-5165,jamie.lewis545@example.com,yes,yes,developer
50,60033,2381,336-563-6237,riley.miller406@example.com,no,no,marketing
18,36176,1660,828-290-1929,lee.jones828@example.com,no,yes,marketing
61,57450,1322,962-605-8671,kelly.jones404@example.com,no,yes,customer_service
51,25263,3488,850-939-7544,jordan.harris11@example.com,no,yes,consultant
21,35989,2953,990-416-1717,jordan.anderson115@example.com,yes,yes,customer_service
34,83762,1450,321-757-2212,blake.moore803@example.com,yes,yes,operations
21,81311,2261,849-391-1757,morgan.moore931@example.com,yes,yes,customer_service
60,58645,878,858-516-4478,dakota.robinson65@example.com,no,no,engineer
43,66425,1746,137-552-7069,riley.anderson362@example.com,no,yes,designer
21,69376,2709,286-459-6125,morgan.brown858@example.com,no,yes,marketing
18,75127,2447,232-572-1082,blake.johnson206@example.com,no,no,manager
24,72773,2310,898-790-2400,devon.williams433@example.com,no,no,teacher
47,35591,1361,434-758-7245,sam.harris66@example.com,no,no,developer
26,18000,1168,387-924-6150,aidan.lewis430@example.com,no,yes,operations
52,42628,3102,413-253-9885,sam.johnson645@example.com,yes,yes,healthcare
25,61605,3809,331-220-4256,kelly.taylor679@example.com,no,yes,developer
41,86124,2722,555-928-1863,dakota.robinson79@example.com,no,yes,teacher
36,70156,2036,325-723-5904,jordan.lewis981@example.com,no,yes,consultant
53,76756,3364,125-293-3902,casey.lewis733@example.com,no,yes,customer_service
60,45269,1400,636-658-5806,morgan.robinson435@example.com,yes,no,manager
44,63444,3200,363-614-3336,sam.taylor405@example.com,yes,yes,operations
49,66441,1633,467-511-4093,jamie.miller166@example.com,yes,no,marketing
31,48375,1680,966-453-6678,logan.anderson500@example.com,yes,yes,technician
35,41470,1884,519-414-5877,maya.lewis420@example.com,no,no,engineer
45,60013,2104,428-569-9155,maya.lewis782@example.com,no,yes,designer
46,79547,3069,972-881-2486,blake.johnson417@example.com,no,yes,marketing
33,45091,961,539-763-1737,riley.garcia535@example.com,yes,yes,technician
52,60420,1626,347-916-7892,taylor.white72@example.com,no,yes,teacher
64,94810,2399,847-870-7291,drew.williams212@example.com,no,no,engineer
48,53574,2730,720-242-6071,morgan.davis166@example.com,yes,yes,designer
21,65160,580,170-410-1637,casey.harris815@example.com,no,yes,developer
54,62674,1449,566-693-9232,taylor.patel576@example.com,yes,yes,sales
34,60869,539,998-870-6802,casey.patel742@example.com,no,yes,customer_service
56,101707,1536,378-570-4016,devon.smith431@example.com,no,yes,consultant
65,71727,1785,738-157-4237,riley.williams769@example.com,yes,no,developer
63,30456,2678,472-181-6989,chris.jackson810@example.com,no,no,manager
43,98625,300,233-463-2508,lee.moore324@example.com,no,yes,teacher
65,71046,2821,145-361-4706,blake.martinez974@example.com,no,yes,marketing
56,56781,1716,321-191-5114,drew.jones214@example.com,no,yes,designer
58,94688,1876,369-676-9860,jordan.lewis716@example.com,yes,yes,healthcare
21,47869,3123,514-764-2270,jordan.taylor537@example.com,yes,no,marketing
47,102745,3478,810-842-5019,aidan.miller628@example.com,no,no,marketing
47,67053,1578,115-719-7646,jordan.brown368@example.com,no,no,operations
39,87122,1571,494-885-7839,taylor.smith185@example.com,no,yes,healthcare
28,132485,1863,283-540-1580,dakota.smith180@example.com,yes,no,healthcare
19,68962,1567,349-475-7081,jordan.robinson903@example.com,yes,yes,healthcare
61,62870,837,557-829-7489,jordan.white903@example.com,no,no,accountant
29,41525,2170,883-828-5275,casey.jackson952@example.com,no,no,marketing
47,62347,1573,736-475-7326,chris.jones935@example.com,no,yes,analyst
53,42204,2293,943-428-7633,jordan.anderson966@example.com,no,no,operations
35,60887,3823,299-795-7622,blake.taylor83@example.com,yes,yes,designer
43,128683,2100,908-835-6574,sam.williams751@example.com,no,yes,healthcare
24,67631,1482,973-539-2912,blake.johnson442@example.com,yes,yes,consultant
18,52819,1941,700-836-3677,blake.williams151@example.com,no,no,manager
43,60386,2322,255-558-5531,kelly.moore764@example.com,yes,no,operations
40,55939,2043,813-677-1045,kelly.jackson118@example.com,yes,no,accountant
43,88065,1665,975-871-2941,aidan.wilson650@example.com,yes,yes,designer
62,63015,626,343-255-1961,lee.harris876@example.com,yes,yes,analyst
23,100396,2802,348-706-4919,devon.martinez968@example.com,yes,yes,accountant
23,58046,1351,812-918-7058,jordan.anderson676@example.com,no,yes,accountant
61,59465,3589,745-476-4838,kelly.davis967@example.com,no,yes,analyst
25,45271,1850,871-339-6559,morgan.davis887@example.com,no,yes,sales
41,56566,1709,702-339-4254,aidan.davis643@example.com,no,yes,engineer
39,26861,1752,409-358-8627,casey.smith72@example.com,no,no,teacher
36,18144,2343,530-599-7219,maya.white333@example.com,no,yes,operations
54,78743,1377,396-461-8719,drew.williams479@example.com,yes,no,healthcare
35,26600,1559,656-505-9718,maya.davis397@example.com,no,yes,driver
48,73931,2791,831-884-9175,jordan.patel986@example.com,yes,no,customer_service
54,53989,1233,124-398-5668,jordan.davis176@example.com,no,yes,marketing
47,85670,2721,230-860-1675,morgan.johnson624@example.com,yes,yes,driver
59,27085,2986,603-306-3239,alex.wilson578@example.com,no,no,consultant
50,78162,2834,127-206-1428,jordan.garcia643@example.com,no,no,sales
27,72295,2422,183-597-4866,logan.williams575@example.com,no,yes,customer_service
54,72975,486,950-711-3891,kelly.harris15@example.com,yes,yes,operations
29,89726,1050,134-196-9035,casey.anderson642@example.com,no,yes,marketing
47,66546,912,332-506-8103,jordan.moore957@example.com,no,no,developer
44,18000,1841,624-857-9680,morgan.garcia955@example.com,no,yes,healthcare
56,74880,2230,503-873-6342,sam.jackson145@example.com,no,yes,developer
26,72033,1068,502-550-4657,chris.jones486@example.com,yes,yes,engineer
38,59618,2036,877-283-7420,devon.johnson779@example.com,no,yes,engineer
29,46481,2850,994-667-2516,jamie.robinson261@example.com,no,yes,customer_service
46,57060,1251,394-160-6085,chris.garcia838@example.com,no,yes,marketing
50,97077,1422,721-245-5410,logan.williams835@example.com,yes,no,operations
60,44762,3322,976-758-3791,aidan.brown791@example.com,no,yes,operations
32,26711,1319,908-751-8073,logan.lewis608@example.com,yes,yes,manager
19,32698,2525,992-135-3002,taylor.moore575@example.com,yes,yes,technician
56,64223,3377,140-482-9360,kelly.martinez388@example.com,yes,yes,designer
61,101759,1078,270-717-1738,taylor.jackson751@example.com,no,no,technician
35,113507,1149,555-697-4562,aidan.smith541@example.com,no,yes,technician
20,79305,1980,393-757-2287,logan.anderson145@example.com,no,yes,teacher
24,43413,2264,346-247-5036,drew.martinez991@example.com,no,yes,technician
60,45748,1590,540-461-9849,casey.martinez675@example.com,no,no,analyst
35,84268,4073,207-314-8924,casey.smith688@example.com,yes,no,marketing
61,94296,2712,229-675-9491,lee.miller341@example.com,no,yes,operations
55,50876,1436,534-968-6481,chris.lewis87@example.com,no,yes,technician
54,96338,902,323-676-8654,jamie.robinson304@example.com,no,yes,marketing
50,59950,2140,676-473-3741,jordan.robinson991@example.com,no,no,manager
61,80714,2617,207-450-6511,maya.williams821@example.com,no,yes,accountant
48,90200,3948,934-722-7219,lee.robinson961@example.com,yes,no,designer
28,32401,2272,349-340-8393,lee.miller629@example.com,no,yes,sales
21,74932,1969,916-572-4334,jamie.jones203@example.com,no,yes,manager
35,96430,1272,114-440-9856,sam.lewis257@example.com,no,no,marketing
21,52665,2552,595-540-4705,devon.anderson647@example.com,yes,yes,operations
51,41755,3166,883-868-1435,dakota.garcia233@example.com,no,yes,manager
46,75885,502,392-400-8096,drew.harris589@example.com,no,no,marketing
41,67936,2271,773-438-8122,jordan.martinez374@example.com,no,yes,teacher
39,57799,1231,122-449-2418,jordan.moore596@example.com,yes,yes,designer
19,64951,910,532-669-8160,kelly.johnson710@example.com,yes,yes,developer
61,28254,3809,128-182-8643,logan.garcia798@example.com,no,yes,accountant
23,73898,3043,534-740-8201,jordan.taylor881@example.com,no,yes,technician
59,100037,1624,736-177-7418,dakota.patel884@example.com,yes,yes,teacher
42,49277,2047,443-779-2985,chris.jackson582@example.com,no,yes,engineer
38,46775,1899,706-820-5167,drew.anderson98@example.com,no,no,accountant
33,68796,1131,244-137-9665,riley.thomas611@example.com,no,no,marketing
48,127609,1686,270-139-4244,taylor.robinson84@example.com,yes,yes,consultant
31,89197,2945,523-298-8031,dakota.smith166@example.com,no,no,manager
56,62928,1662,955-321-8769,devon.miller158@example.com,no,yes,marketing
45,65871,2641,897-774-7019,alex.thomas499@example.com,no,yes,customer_service
49,91375,1670,547-744-1321,chris.lewis97@example.com,no,no,healthcare
45,44994,1075,962-894-8319,maya.harris310@example.com,no,no,customer_service
26,78458,3335,923-144-8163,dakota.white856@example.com,yes,no,customer_service
62,40416,300,423-511-4332,riley.garcia991@example.com,yes,yes,designer
39,85348,3896,318-719-9836,jordan.jones912@example.com,no,no,teacher
49,58533,3148,872-787-9494,jamie.harris616@example.com,yes,yes,marketing
22,69415,2374,289-871-4760,sam.patel272@example.com,no,yes,sales
40,57105,1776,958-676-1335,chris.lewis283@example.com,yes,no,operations
22,80371,1850,954-319-2852,casey.wilson612@example.com,yes,yes,customer_service
59,61157,2392,759-711-6238,lee.garcia790@example.com,yes,yes,customer_service
49,112475,2376,720-181-6132,sam.white399@example.com,no,no,designer
27,96215,1289,577-398-1749,logan.lewis46@example.com,yes,no,driver
56,36306,2264,795-789-9495,aidan.patel385@example.com,no,no,healthcare
32,69212,2446,967-886-6956,lee.moore502@example.com,no,no,accountant
24,81173,1914,372-511-9227,kelly.white924@example.com,yes,yes,designer
46,54920,4327,521-577-6621,dakota.miller673@example.com,yes,yes,analyst
64,91674,2073,437-681-2433,aidan.davis612@example.com,yes,yes,marketing
20,89082,525,562-612-1080,jamie.taylor399@example.com,no,yes,customer_service
36,63162,1240,578-485-4511,blake.moore991@example.com,no,yes,healthcare
27,86587,2868,134-994-9986,dakota.anderson313@example.com,yes,no,marketing
45,18000,1514,600-806-9375,sam.wilson326@example.com,no,no,sales
46,94867,1256,657-247-3042,chris.white708@example.com,no,yes,analyst
32,84503,3526,363-704-4560,casey.johnson954@example.com,no,no,operations
52,41071,2361,725-958-1281,jordan.jones788@example.com,yes,yes,manager
23,70541,1629,714-301-8773,logan.johnson516@example.com,no,yes,operations
29,20422,300,516-416-3963,alex.garcia10@example.com,no,no,sales
64,48205,2789,167-896-4885,kelly.wilson775@example.com,yes,no,healthcare
55,89104,2215,579-776-2124,maya.miller987@example.com,no,no,accountant
30,64718,3436,342-189-2972,drew.jackson313@example.com,yes,no,analyst
46,63500,1160,699-226-5714,kelly.wilson902@example.com,no,no,technician
36,65995,1845,933-498-8661,drew.martinez311@example.com,no,no,technician
20,63429,2484,855-796-5871,jordan.jackson671@example.com,yes,yes,analyst
25,86725,3393,520-712-4836,alex.smith320@example.com,no,no,customer_service
25,51382,2446,241-352-8381,jamie.garcia420@example.com,no,yes,sales
37,74226,1528,478-398-9683,jamie.brown91@example.com,no,yes,driver
64,39818,3433,783-403-2952,devon.williams13@example.com,no,yes,operations
21,81304,1903,597-841-5004,sam.brown75@example.com,yes,yes,accountant
38,57930,2371,336-329-2030,riley.harris373@example.com,no,no,developer
20,64098,2913,806-355-8719,jordan.jones329@example.com,yes,yes,teacher
62,57032,3685,387-839-9425,logan.moore968@example.com,no,yes,accountant
25,59816,2550,972-794-1492,casey.miller701@example.com,yes,no,technician
40,42896,4658,310-961-8534,aidan.miller10@example.com,yes,no,operations
33,72244,2115,328-444-6886,jordan.davis450@example.com,no,yes,customer_service
30,77203,2479,176-559-9456,drew.johnson664@example.com,no,yes,engineer
20,35726,1612,603-843-2672,morgan.jones355@example.com,no,no,technician
65,51879,2506,675-344-9620,jordan.brown930@example.com,no,no,healthcare
26,65660,2482,190-544-3910,aidan.patel434@example.com,yes,yes,developer
31,51830,3193,553-448-9613,logan.davis331@example.com,yes,yes,developer
30,60098,2622,814-589-1581,morgan.miller628@example.com,yes,no,healthcare
24,100554,1699,714-332-5258,dakota.brown641@example.com,no,yes,manager
32,42600,2444,879-403-7828,blake.lewis517@example.com,no,no,engineer
24,18000,1561,105-400-1100,jamie.miller411@example.com,no,no,accountant
55,51828,2722,515-459-2043,jordan.jones7@example.com,yes,yes,analyst
51,57780,1669,822-394-5491,drew.williams242@example.com,no,yes,engineer
58,54220,872,544-391-8657,sam.jackson101@example.com,no,yes,analyst
39,70914,1126,447-364-5860,devon.smith500@example.com,no,yes,technician
41,42382,1084,143-174-5148,aidan.anderson230@example.com,no,yes,technician
54,39144,1698,385-982-7209,casey.davis769@example.com,no,yes,consultant
61,50161,1395,137-865-5806,chris.patel288@example.com,yes,yes,healthcare
18,50615,2179,847-568-1115,riley.anderson657@example.com,yes,yes,driver
27,111659,1828,696-378-1453,jamie.martinez274@example.com,no,no,teacher
60,99154,2690,241-707-5464,alex.wilson580@example.com,yes,no,teacher
33,28270,2564,469-400-9908,jordan.jones561@example.com,no,yes,developer
63,22544,1892,451-294-2328,kelly.wilson781@example.com,yes,yes,developer
25,63113,3380,349-357-8133,chris.thomas69@example.com,no,yes,engineer
42,107055,1320,549-970-8388,jamie.harris918@example.com,no,yes,manager
29,79654,3156,671-633-6976,jamie.williams922@example.com,no,yes,consultant
42,64277,2348,461-152-5882,drew.thomas324@example.com,no,no,consultant
34,54966,1825,660-628-9689,casey.white87@example.com,no,yes,consultant
43,88698,3273,738-254-8146,kelly.johnson645@example.com,yes,yes,consultant
63,68916,2729,886-846-3845,aidan.jones905@example.com,no,no,consultant
65,103099,1178,177-273-1319,jordan.robinson77@example.com,no,no,operations
31,27870,2546,131-391-4386,jordan.johnson574@example.com,no,yes,teacher
58,74320,2545,713-729-4338,taylor.wilson73@example.com,no,yes,driver
53,52607,3157,521-344-7734,chris.smith68@example.com,no,yes,manager
40,74114,2756,771-190-1869,chris.martinez218@example.com,no,no,sales
60,70519,2824,535-740-5109,jamie.garcia590@example.com,yes,no,customer_service
23,76213,1781,998-385-9862,riley.brown246@example.com,yes,yes,engineer
